Montana,Level 1,Jan-29-2011
Nebraska,Level 5,Jan-29-2011
Nevada,Level 7,Jan-29-2011
New Hampshire,Level 1,Jan-29-2011
New Jersey,Level 10,Jan-29-2011
New Mexico,Level 9,Jan-29-2011
New York,Level 3,Jan-29-2011
North Carolina,Level 10,Jan-29-2011
North Dakota,Level 1,Jan-29-2011
Ohio,Level 4,Jan-29-2011
Oklahoma,Level 10,Jan-29-2011
Oregon,Level 2,Jan-29-2011
Pennsylvania,Level 6,Jan-29-2011
Rhode Island,Level 1,Jan-29-2011
South Carolina,Level 10,Jan-29-2011
South Dakota,Level 1,Jan-29-2011
Tennessee,Level 10,Jan-29-2011
Texas,Level 10,Jan-29-2011
Utah,Level 2,Jan-29-2011
Vermont,Level 1,Jan-29-2011
Virginia,Level 10,Jan-29-2011
Washington,Level 1,Jan-29-2011
West Virginia,Level 4,Jan-29-2011
Wisconsin,Level 3,Jan-29-2011
Wyoming,Level 4,Jan-29-2011
Virgin Islands,Level 0,Jan-29-2011
New York City,Level 5,Jan-29-2011
Alabama,Level 10,Feb-05-2011
Alaska,Level 5,Feb-05-2011
Arizona,Level 5,Feb-05-2011
Arkansas,Level 10,Feb-05-2011
California,Level 4,Feb-05-2011
Colorado,Level 6,Feb-05-2011
Connecticut,Level 1,Feb-05-2011
Delaware,Level 3,Feb-05-2011
District of Columbia,Level 1,Feb-05-2011
Florida,Level 6,Feb-05-2011
Georgia,Level 9,Feb-05-2011
Hawaii,Level 4,Feb-05-2011
Idaho,Level 5,Feb-05-2011
Illinois,Level 10,Feb-05-2011
Indiana,Level 10,Feb-05-2011
Iowa,Level 3,Feb-05-2011
Kansas,Level 7,Feb-05-2011
Kentucky,Level 7,Feb-05-2011
Louisiana,Level 10,Feb-05-2011
Maine,Level 1,Feb-05-2011
Maryland,Level 7,Feb-05-2011
Massachusetts,Level 5,Feb-05-2011
Michigan,Level 1,Feb-05-2011
Minnesota,Level 3,Feb-05-2011
Mississippi,Level 9,Feb-05-2011
Missouri,Level 9,Feb-05-2011
Montana,Level 2,Feb-05-2011
Nebraska,Level 7,Feb-05-2011
Nevada,Level 7,Feb-05-2011
New Hampshire,Level 1,Feb-05-2011
New Jersey,Level 9,Feb-05-2011
New Mexico,Level 10,Feb-05-2011
New York,Level 5,Feb-05-2011
North Carolina,Level 10,Feb-05-2011
North Dakota,Level 1,Feb-05-2011
Ohio,Level 7,Feb-05-2011
Oklahoma,Level 10,Feb-05-2011
Oregon,Level 2,Feb-05-2011
Pennsylvania,Level 8,Feb-05-2011
Rhode Island,Level 1,Feb-05-2011
South Carolina,Level 10,Feb-05-2011
South Dakota,Level 2,Feb-05-2011
Tennessee,Level 10,Feb-05-2011
Texas,Level 10,Feb-05-2011
Utah,Level 5,Feb-05-2011
Vermont,Level 1,Feb-05-2011
Virginia,Level 10,Feb-05-2011
Washington,Level 3,Feb-05-2011
West Virginia,Level 6,Feb-05-2011
Wisconsin,Level 5,Feb-05-2011
Wyoming,Level 4,Feb-05-2011
Virgin Islands,Level 0,Feb-05-2011
New York City,Level 4,Feb-05-2011
Alabama,Level 10,Feb-12-2011
Alaska,Level 3,Feb-12-2011
Arizona,Level 6,Feb-12-2011
Arkansas,Level 10,Feb-12-2011
California,Level 6,Feb-12-2011
Colorado,Level 6,Feb-12-2011
Connecticut,Level 3,Feb-12-2011
Delaware,Level 3,Feb-12-2011
District of Columbia,Level 1,Feb-12-2011
Florida,Level 5,Feb-12-2011
Georgia,Level 9,Feb-12-2011
Hawaii,Level 6,Feb-12-2011
Idaho,Level 8,Feb-12-2011
Illinois,Level 8,Feb-12-2011
Indiana,Level 10,Feb-12-2011
Iowa,Level 1,Feb-12-2011
Kansas,Level 6,Feb-12-2011
Kentucky,Level 7,Feb-12-2011
Louisiana,Level 10,Feb-12-2011
Maine,Level 1,Feb-12-2011
Maryland,Level 6,Feb-12-2011
Massachusetts,Level 5,Feb-12-2011
Michigan,Level 3,Feb-12-2011
Minnesota,Level 2,Feb-12-2011
Mississippi,Level 7,Feb-12-2011
Missouri,Level 9,Feb-12-2011
Montana,Level 1,Feb-12-2011
Nebraska,Level 6,Feb-12-2011
Nevada,Level 7,Feb-12-2011
New Hampshire,Level 1,Feb-12-2011
New Jersey,Level 10,Feb-12-2011
New Mexico,Level 8,Feb-12-2011
New York,Level 4,Feb-12-2011
North Carolina,Level 10,Feb-12-2011
North Dakota,Level 3,Feb-12-2011
Ohio,Level 3,Feb-12-2011
Oklahoma,Level 10,Feb-12-2011
Oregon,Level 3,Feb-12-2011
Pennsylvania,Level 6,Feb-12-2011
Rhode Island,Level 3,Feb-12-2011
South Carolina,Level 10,Feb-12-2011
South Dakota,Level 3,Feb-12-2011
Tennessee,Level 10,Feb-12-2011
Texas,Level 10,Feb-12-2011
Utah,Level 8,Feb-12-2011
Vermont,Level 2,Feb-12-2011
Virginia,Level 10,Feb-12-2011
Washington,Level 1,Feb-12-2011
West Virginia,Level 8,Feb-12-2011
Wisconsin,Level 5,Feb-12-2011
Wyoming,Level 5,Feb-12-2011
Virgin Islands,Level 0,Feb-12-2011
New York City,Level 4,Feb-12-2011
Alabama,Level 10,Feb-19-2011
Alaska,Level 6,Feb-19-2011
Arizona,Level 6,Feb-19-2011
Arkansas,Level 10,Feb-19-2011
California,Level 6,Feb-19-2011
Colorado,Level 7,Feb-19-2011
Connecticut,Level 3,Feb-19-2011
Delaware,Level 5,Feb-19-2011
District of Columbia,Level 1,Feb-19-2011
Florida,Level 4,Feb-19-2011
Georgia,Level 9,Feb-19-2011
Hawaii,Level 7,Feb-19-2011
Idaho,Level 10,Feb-19-2011
Illinois,Level 7,Feb-19-2011
Indiana,Level 10,Feb-19-2011
Iowa,Level 1,Feb-19-2011
Kansas,Level 7,Feb-19-2011
Kentucky,Level 5,Feb-19-2011
Louisiana,Level 10,Feb-19-2011
Maine,Level 3,Feb-19-2011
Maryland,Level 5,Feb-19-2011
Massachusetts,Level 6,Feb-19-2011
Michigan,Level 3,Feb-19-2011
Minnesota,Level 4,Feb-19-2011
Mississippi,Level 7,Feb-19-2011
Missouri,Level 10,Feb-19-2011
Montana,Level 1,Feb-19-2011
Nebraska,Level 8,Feb-19-2011
Nevada,Level 7,Feb-19-2011
New Hampshire,Level 1,Feb-19-2011
New Jersey,Level 10,Feb-19-2011
New Mexico,Level 10,Feb-19-2011
New York,Level 5,Feb-19-2011
North Carolina,Level 10,Feb-19-2011
North Dakota,Level 4,Feb-19-2011
Ohio,Level 4,Feb-19-2011
Oklahoma,Level 10,Feb-19-2011
Oregon,Level 4,Feb-19-2011
Pennsylvania,Level 5,Feb-19-2011
Rhode Island,Level 5,Feb-19-2011
South Carolina,Level 10,Feb-19-2011
South Dakota,Level 7,Feb-19-2011
Tennessee,Level 10,Feb-19-2011
Texas,Level 10,Feb-19-2011
Utah,Level 6,Feb-19-2011
Vermont,Level 4,Feb-19-2011
Virginia,Level 10,Feb-19-2011
Washington,Level 6,Feb-19-2011
West Virginia,Level 10,Feb-19-2011
Wisconsin,Level 5,Feb-19-2011
Wyoming,Level 3,Feb-19-2011
Virgin Islands,Level 0,Feb-19-2011
New York City,Level 5,Feb-19-2011
Alabama,Level 10,Feb-26-2011
Alaska,Level 6,Feb-26-2011
Arizona,Level 4,Feb-26-2011
Arkansas,Level 10,Feb-26-2011
California,Level 7,Feb-26-2011
Colorado,Level 7,Feb-26-2011
Connecticut,Level 3,Feb-26-2011
Delaware,Level 4,Feb-26-2011
District of Columbia,Level 1,Feb-26-2011
Florida,Level 3,Feb-26-2011
Georgia,Level 7,Feb-26-2011
Hawaii,Level 7,Feb-26-2011
Idaho,Level 10,Feb-26-2011
Illinois,Level 7,Feb-26-2011
Indiana,Level 10,Feb-26-2011
Iowa,Level 1,Feb-26-2011
Kansas,Level 7,Feb-26-2011
Kentucky,Level 7,Feb-26-2011
Louisiana,Level 9,Feb-26-2011
Maine,Level 2,Feb-26-2011
Maryland,Level 3,Feb-26-2011
Massachusetts,Level 5,Feb-26-2011
Michigan,Level 4,Feb-26-2011
Minnesota,Level 4,Feb-26-2011
Mississippi,Level 4,Feb-26-2011
Missouri,Level 10,Feb-26-2011
Montana,Level 3,Feb-26-2011
Nebraska,Level 10,Feb-26-2011
Nevada,Level 5,Feb-26-2011
New Hampshire,Level 1,Feb-26-2011
New Jersey,Level 10,Feb-26-2011
New Mexico,Level 9,Feb-26-2011
New York,Level 4,Feb-26-2011
North Carolina,Level 7,Feb-26-2011
North Dakota,Level 5,Feb-26-2011
Ohio,Level 2,Feb-26-2011
Oklahoma,Level 10,Feb-26-2011
Oregon,Level 1,Feb-26-2011
Pennsylvania,Level 5,Feb-26-2011
Rhode Island,Level 3,Feb-26-2011
South Carolina,Level 9,Feb-26-2011
South Dakota,Level 6,Feb-26-2011
Tennessee,Level 7,Feb-26-2011
Texas,Level 10,Feb-26-2011
Utah,Level 4,Feb-26-2011
Vermont,Level 1,Feb-26-2011
Virginia,Level 10,Feb-26-2011
Washington,Level 6,Feb-26-2011
West Virginia,Level 10,Feb-26-2011
Wisconsin,Level 4,Feb-26-2011
Wyoming,Level 2,Feb-26-2011
Virgin Islands,Level 0,Feb-26-2011
New York City,Level 5,Feb-26-2011
Alabama,Level 10,Mar-05-2011
Alaska,Level 10,Mar-05-2011
Arizona,Level 3,Mar-05-2011
Arkansas,Level 10,Mar-05-2011
California,Level 6,Mar-05-2011
Colorado,Level 7,Mar-05-2011
Connecticut,Level 1,Mar-05-2011
Delaware,Level 3,Mar-05-2011
District of Columbia,Level 1,Mar-05-2011
Florida,Level 1,Mar-05-2011
Georgia,Level 3,Mar-05-2011
Hawaii,Level 7,Mar-05-2011
Idaho,Level 10,Mar-05-2011
Illinois,Level 6,Mar-05-2011
Indiana,Level 8,Mar-05-2011
Iowa,Level 1,Mar-05-2011
Kansas,Level 6,Mar-05-2011
Kentucky,Level 4,Mar-05-2011
Louisiana,Level 6,Mar-05-2011
Maine,Level 2,Mar-05-2011
Maryland,Level 2,Mar-05-2011
Massachusetts,Level 3,Mar-05-2011
Michigan,Level 2,Mar-05-2011
Minnesota,Level 5,Mar-05-2011
Mississippi,Level 1,Mar-05-2011
Missouri,Level 6,Mar-05-2011
Montana,Level 3,Mar-05-2011
Nebraska,Level 10,Mar-05-2011
Nevada,Level 7,Mar-05-2011
New Hampshire,Level 1,Mar-05-2011
New Jersey,Level 9,Mar-05-2011
New Mexico,Level 8,Mar-05-2011
New York,Level 2,Mar-05-2011
North Carolina,Level 3,Mar-05-2011
North Dakota,Level 6,Mar-05-2011
Ohio,Level 2,Mar-05-2011
Oklahoma,Level 7,Mar-05-2011
Oregon,Level 2,Mar-05-2011
Pennsylvania,Level 3,Mar-05-2011
Rhode Island,Level 4,Mar-05-2011
South Carolina,Level 6,Mar-05-2011
South Dakota,Level 5,Mar-05-2011
Tennessee,Level 6,Mar-05-2011
Texas,Level 8,Mar-05-2011
Utah,Level 2,Mar-05-2011
Vermont,Level 1,Mar-05-2011
Virginia,Level 8,Mar-05-2011
Washington,Level 5,Mar-05-2011
West Virginia,Level 8,Mar-05-2011
Wisconsin,Level 5,Mar-05-2011
Wyoming,Level 2,Mar-05-2011
Virgin Islands,Level 0,Mar-05-2011
New York City,Level 3,Mar-05-2011
Alabama,Level 8,Mar-12-2011
Alaska,Level 7,Mar-12-2011
Arizona,Level 3,Mar-12-2011
Arkansas,Level 1,Mar-12-2011
California,Level 5,Mar-12-2011
Colorado,Level 5,Mar-12-2011
Connecticut,Level 1,Mar-12-2011
Delaware,Level 2,Mar-12-2011
District of Columbia,Level 1,Mar-12-2011
Florida,Level 1,Mar-12-2011
Georgia,Level 2,Mar-12-2011
Hawaii,Level 5,Mar-12-2011
Idaho,Level 10,Mar-12-2011
Illinois,Level 5,Mar-12-2011
Indiana,Level 5,Mar-12-2011
Iowa,Level 1,Mar-12-2011
Kansas,Level 4,Mar-12-2011
Kentucky,Level 1,Mar-12-2011
Louisiana,Level 4,Mar-12-2011
Maine,Level 1,Mar-12-2011
Maryland,Level 1,Mar-12-2011
Massachusetts,Level 4,Mar-12-2011
Michigan,Level 3,Mar-12-2011
Minnesota,Level 3,Mar-12-2011
Mississippi,Level 1,Mar-12-2011
Missouri,Level 6,Mar-12-2011
Montana,Level 2,Mar-12-2011
Nebraska,Level 8,Mar-12-2011
Nevada,Level 5,Mar-12-2011
New Hampshire,Level 1,Mar-12-2011
New Jersey,Level 6,Mar-12-2011
New Mexico,Level 5,Mar-12-2011
New York,Level 1,Mar-12-2011
North Carolina,Level 3,Mar-12-2011
North Dakota,Level 8,Mar-12-2011
Ohio,Level 1,Mar-12-2011
Oklahoma,Level 6,Mar-12-2011
Oregon,Level 2,Mar-12-2011
Pennsylvania,Level 2,Mar-12-2011
Rhode Island,Level 4,Mar-12-2011
South Carolina,Level 4,Mar-12-2011
South Dakota,Level 4,Mar-12-2011
Tennessee,Level 2,Mar-12-2011
Texas,Level 5,Mar-12-2011
Utah,Level 4,Mar-12-2011
Vermont,Level 2,Mar-12-2011
Virginia,Level 6,Mar-12-2011
Washington,Level 3,Mar-12-2011
West Virginia,Level 4,Mar-12-2011
Wisconsin,Level 5,Mar-12-2011
Wyoming,Level 1,Mar-12-2011
Virgin Islands,Level 0,Mar-12-2011
New York City,Level 2,Mar-12-2011
Alabama,Level 2,Mar-19-2011
Alaska,Level 6,Mar-19-2011
Arizona,Level 1,Mar-19-2011
Arkansas,Level 2,Mar-19-2011
California,Level 4,Mar-19-2011
Colorado,Level 4,Mar-19-2011
Connecticut,Level 1,Mar-19-2011
Delaware,Level 1,Mar-19-2011
District of Columbia,Level 0,Mar-19-2011
Florida,Level 1,Mar-19-2011
Georgia,Level 1,Mar-19-2011
Hawaii,Level 5,Mar-19-2011
Idaho,Level 7,Mar-19-2011
Illinois,Level 5,Mar-19-2011
Indiana,Level 3,Mar-19-2011
Iowa,Level 1,Mar-19-2011
Kansas,Level 2,Mar-19-2011
Kentucky,Level 1,Mar-19-2011
Louisiana,Level 2,Mar-19-2011
Maine,Level 1,Mar-19-2011
Maryland,Level 1,Mar-19-2011
Massachusetts,Level 3,Mar-19-2011
Michigan,Level 2,Mar-19-2011
Minnesota,Level 3,Mar-19-2011
Mississippi,Level 1,Mar-19-2011
Missouri,Level 1,Mar-19-2011
Montana,Level 1,Mar-19-2011
Nebraska,Level 4,Mar-19-2011
Nevada,Level 4,Mar-19-2011
New Hampshire,Level 1,Mar-19-2011
New Jersey,Level 4,Mar-19-2011
New Mexico,Level 4,Mar-19-2011
New York,Level 2,Mar-19-2011
North Carolina,Level 1,Mar-19-2011
North Dakota,Level 4,Mar-19-2011
Ohio,Level 1,Mar-19-2011
Oklahoma,Level 4,Mar-19-2011
Oregon,Level 1,Mar-19-2011
Pennsylvania,Level 1,Mar-19-2011
Rhode Island,Level 1,Mar-19-2011
South Carolina,Level 2,Mar-19-2011
South Dakota,Level 2,Mar-19-2011
Tennessee,Level 1,Mar-19-2011
Texas,Level 2,Mar-19-2011
Utah,Level 4,Mar-19-2011
Vermont,Level 1,Mar-19-2011
Virginia,Level 4,Mar-19-2011
Washington,Level 3,Mar-19-2011
West Virginia,Level 3,Mar-19-2011
Wisconsin,Level 6,Mar-19-2011
Wyoming,Level 1,Mar-19-2011
Virgin Islands,Level 0,Mar-19-2011
New York City,Level 2,Mar-19-2011
Alabama,Level 1,Mar-26-2011
Alaska,Level 4,Mar-26-2011
Arizona,Level 1,Mar-26-2011
Arkansas,Level 1,Mar-26-2011
California,Level 1,Mar-26-2011
Colorado,Level 3,Mar-26-2011
Connecticut,Level 1,Mar-26-2011
Delaware,Level 1,Mar-26-2011
District of Columbia,Level 1,Mar-26-2011
Florida,Level 1,Mar-26-2011
Georgia,Level 1,Mar-26-2011
Hawaii,Level 1,Mar-26-2011
Idaho,Level 6,Mar-26-2011
Illinois,Level 3,Mar-26-2011
Indiana,Level 2,Mar-26-2011
Iowa,Level 1,Mar-26-2011
Kansas,Level 1,Mar-26-2011
Kentucky,Level 1,Mar-26-2011
Louisiana,Level 1,Mar-26-2011
Maine,Level 1,Mar-26-2011
Maryland,Level 1,Mar-26-2011
Massachusetts,Level 2,Mar-26-2011
Michigan,Level 1,Mar-26-2011
Minnesota,Level 2,Mar-26-2011
Mississippi,Level 1,Mar-26-2011
Missouri,Level 1,Mar-26-2011
Montana,Level 1,Mar-26-2011
Nebraska,Level 1,Mar-26-2011
Nevada,Level 5,Mar-26-2011
New Hampshire,Level 1,Mar-26-2011
New Jersey,Level 1,Mar-26-2011
New Mexico,Level 2,Mar-26-2011
New York,Level 1,Mar-26-2011
North Carolina,Level 1,Mar-26-2011
North Dakota,Level 4,Mar-26-2011
Ohio,Level 1,Mar-26-2011
Oklahoma,Level 1,Mar-26-2011
Oregon,Level 1,Mar-26-2011
Pennsylvania,Level 1,Mar-26-2011
Rhode Island,Level 1,Mar-26-2011
South Carolina,Level 1,Mar-26-2011
South Dakota,Level 1,Mar-26-2011
Tennessee,Level 1,Mar-26-2011
Texas,Level 1,Mar-26-2011
Utah,Level 3,Mar-26-2011
Vermont,Level 1,Mar-26-2011
Virginia,Level 3,Mar-26-2011
Washington,Level 4,Mar-26-2011
West Virginia,Level 1,Mar-26-2011
Wisconsin,Level 1,Mar-26-2011
Wyoming,Level 1,Mar-26-2011
Virgin Islands,Level 0,Mar-26-2011
New York City,Level 2,Mar-26-2011
Alabama,Level 1,Apr-02-2011
Alaska,Level 4,Apr-02-2011
Arizona,Level 1,Apr-02-2011
Arkansas,Level 1,Apr-02-2011
California,Level 1,Apr-02-2011
Colorado,Level 2,Apr-02-2011
Connecticut,Level 1,Apr-02-2011
Delaware,Level 1,Apr-02-2011
District of Columbia,Level 1,Apr-02-2011
Florida,Level 1,Apr-02-2011
Georgia,Level 1,Apr-02-2011
Hawaii,Level 2,Apr-02-2011
Idaho,Level 2,Apr-02-2011
Illinois,Level 3,Apr-02-2011
Indiana,Level 1,Apr-02-2011
Iowa,Level 1,Apr-02-2011
Kansas,Level 1,Apr-02-2011
Kentucky,Level 1,Apr-02-2011
Louisiana,Level 1,Apr-02-2011
Maine,Level 1,Apr-02-2011
Maryland,Level 1,Apr-02-2011
Massachusetts,Level 2,Apr-02-2011
Michigan,Level 1,Apr-02-2011
Minnesota,Level 2,Apr-02-2011
Mississippi,Level 1,Apr-02-2011
Missouri,Level 1,Apr-02-2011
Montana,Level 1,Apr-02-2011
Nebraska,Level 1,Apr-02-2011
Nevada,Level 2,Apr-02-2011
New Hampshire,Level 1,Apr-02-2011
New Jersey,Level 5,Apr-02-2011
New Mexico,Level 2,Apr-02-2011
New York,Level 1,Apr-02-2011
North Carolina,Level 1,Apr-02-2011
North Dakota,Level 1,Apr-02-2011
Ohio,Level 1,Apr-02-2011
Oklahoma,Level 1,Apr-02-2011
Oregon,Level 1,Apr-02-2011
Pennsylvania,Level 1,Apr-02-2011
Rhode Island,Level 1,Apr-02-2011
South Carolina,Level 1,Apr-02-2011
South Dakota,Level 1,Apr-02-2011
Tennessee,Level 1,Apr-02-2011
Texas,Level 1,Apr-02-2011
Utah,Level 3,Apr-02-2011
Vermont,Level 1,Apr-02-2011
Virginia,Level 3,Apr-02-2011
Washington,Level 1,Apr-02-2011
West Virginia,Level 1,Apr-02-2011
Wisconsin,Level 1,Apr-02-2011
Wyoming,Level 1,Apr-02-2011
Virgin Islands,Level 0,Apr-02-2011
New York City,Level 2,Apr-02-2011
Alabama,Level 1,Apr-09-2011
Alaska,Level 4,Apr-09-2011
Arizona,Level 1,Apr-09-2011
Arkansas,Level 1,Apr-09-2011
California,Level 1,Apr-09-2011
Colorado,Level 1,Apr-09-2011
Connecticut,Level 1,Apr-09-2011
Delaware,Level 1,Apr-09-2011
District of Columbia,Level 0,Apr-09-2011
Florida,Level 1,Apr-09-2011
Georgia,Level 1,Apr-09-2011
Hawaii,Level 2,Apr-09-2011
Idaho,Level 2,Apr-09-2011
Illinois,Level 2,Apr-09-2011
Indiana,Level 1,Apr-09-2011
Iowa,Level 1,Apr-09-2011
Kansas,Level 1,Apr-09-2011
Kentucky,Level 1,Apr-09-2011
Louisiana,Level 1,Apr-09-2011
Maine,Level 1,Apr-09-2011
Maryland,Level 1,Apr-09-2011
Massachusetts,Level 2,Apr-09-2011
Michigan,Level 1,Apr-09-2011
Minnesota,Level 1,Apr-09-2011
Mississippi,Level 1,Apr-09-2011
Missouri,Level 1,Apr-09-2011
Montana,Level 1,Apr-09-2011
Nebraska,Level 1,Apr-09-2011
Nevada,Level 2,Apr-09-2011
New Hampshire,Level 1,Apr-09-2011
New Jersey,Level 2,Apr-09-2011
New Mexico,Level 1,Apr-09-2011
New York,Level 1,Apr-09-2011
North Carolina,Level 1,Apr-09-2011
North Dakota,Level 1,Apr-09-2011
Ohio,Level 1,Apr-09-2011
Oklahoma,Level 1,Apr-09-2011
Oregon,Level 1,Apr-09-2011
Pennsylvania,Level 1,Apr-09-2011
Rhode Island,Level 1,Apr-09-2011
South Carolina,Level 1,Apr-09-2011
South Dakota,Level 1,Apr-09-2011
Tennessee,Level 1,Apr-09-2011
Texas,Level 1,Apr-09-2011
Utah,Level 1,Apr-09-2011
Vermont,Level 1,Apr-09-2011
Virginia,Level 2,Apr-09-2011
Washington,Level 1,Apr-09-2011
West Virginia,Level 1,Apr-09-2011
Wisconsin,Level 1,Apr-09-2011
Wyoming,Level 1,Apr-09-2011
Virgin Islands,Level 0,Apr-09-2011
New York City,Level 2,Apr-09-2011
Alabama,Level 1,Apr-16-2011
Alaska,Level 1,Apr-16-2011
Arizona,Level 1,Apr-16-2011
Arkansas,Level 1,Apr-16-2011
California,Level 1,Apr-16-2011
Colorado,Level 1,Apr-16-2011
Connecticut,Level 1,Apr-16-2011
Delaware,Level 1,Apr-16-2011
District of Columbia,Level 0,Apr-16-2011
Florida,Level 1,Apr-16-2011
Georgia,Level 1,Apr-16-2011
Hawaii,Level 1,Apr-16-2011
Idaho,Level 3,Apr-16-2011
Illinois,Level 1,Apr-16-2011
Indiana,Level 1,Apr-16-2011
Iowa,Level 1,Apr-16-2011
Kansas,Level 1,Apr-16-2011
Kentucky,Level 1,Apr-16-2011
Louisiana,Level 1,Apr-16-2011
Maine,Level 1,Apr-16-2011
Maryland,Level 2,Apr-16-2011
Massachusetts,Level 2,Apr-16-2011
Michigan,Level 1,Apr-16-2011
Minnesota,Level 1,Apr-16-2011
Mississippi,Level 1,Apr-16-2011
Missouri,Level 1,Apr-16-2011
Montana,Level 1,Apr-16-2011
Nebraska,Level 1,Apr-16-2011
Nevada,Level 1,Apr-16-2011
New Hampshire,Level 1,Apr-16-2011
New Jersey,Level 1,Apr-16-2011
New Mexico,Level 1,Apr-16-2011
New York,Level 1,Apr-16-2011
North Carolina,Level 1,Apr-16-2011
North Dakota,Level 1,Apr-16-2011
Ohio,Level 1,Apr-16-2011
Oklahoma,Level 1,Apr-16-2011
Oregon,Level 1,Apr-16-2011
Pennsylvania,Level 1,Apr-16-2011
Rhode Island,Level 1,Apr-16-2011
South Carolina,Level 1,Apr-16-2011
South Dakota,Level 1,Apr-16-2011
Tennessee,Level 1,Apr-16-2011
Texas,Level 1,Apr-16-2011
Utah,Level 1,Apr-16-2011
Vermont,Level 1,Apr-16-2011
Virginia,Level 2,Apr-16-2011
Washington,Level 1,Apr-16-2011
West Virginia,Level 1,Apr-16-2011
Wisconsin,Level 1,Apr-16-2011
Wyoming,Level 1,Apr-16-2011
Virgin Islands,Level 0,Apr-16-2011
New York City,Level 1,Apr-16-2011
Alabama,Level 1,Apr-23-2011
Alaska,Level 2,Apr-23-2011
Arizona,Level 1,Apr-23-2011
Arkansas,Level 1,Apr-23-2011
California,Level 1,Apr-23-2011
Colorado,Level 1,Apr-23-2011
Connecticut,Level 1,Apr-23-2011
Delaware,Level 1,Apr-23-2011
District of Columbia,Level 0,Apr-23-2011
Florida,Level 1,Apr-23-2011
Georgia,Level 1,Apr-23-2011
Hawaii,Level 1,Apr-23-2011
Idaho,Level 1,Apr-23-2011
Illinois,Level 1,Apr-23-2011
Indiana,Level 1,Apr-23-2011
Iowa,Level 1,Apr-23-2011
Kansas,Level 1,Apr-23-2011
Kentucky,Level 1,Apr-23-2011
Louisiana,Level 1,Apr-23-2011
Maine,Level 1,Apr-23-2011
Maryland,Level 2,Apr-23-2011
Massachusetts,Level 2,Apr-23-2011
Michigan,Level 1,Apr-23-2011
Minnesota,Level 1,Apr-23-2011
Mississippi,Level 1,Apr-23-2011
Missouri,Level 1,Apr-23-2011
Montana,Level 1,Apr-23-2011
Nebraska,Level 1,Apr-23-2011
Nevada,Level 2,Apr-23-2011
New Hampshire,Level 1,Apr-23-2011
New Jersey,Level 1,Apr-23-2011
New Mexico,Level 1,Apr-23-2011
New York,Level 1,Apr-23-2011
North Carolina,Level 1,Apr-23-2011
North Dakota,Level 1,Apr-23-2011
Ohio,Level 1,Apr-23-2011
Oklahoma,Level 1,Apr-23-2011
Oregon,Level 1,Apr-23-2011
Pennsylvania,Level 1,Apr-23-2011
Rhode Island,Level 1,Apr-23-2011
South Carolina,Level 1,Apr-23-2011
South Dakota,Level 1,Apr-23-2011
Tennessee,Level 1,Apr-23-2011
Texas,Level 1,Apr-23-2011
Utah,Level 1,Apr-23-2011
Vermont,Level 1,Apr-23-2011
Virginia,Level 1,Apr-23-2011
Washington,Level 1,Apr-23-2011
West Virginia,Level 1,Apr-23-2011
Wisconsin,Level 1,Apr-23-2011
Wyoming,Level 1,Apr-23-2011
Virgin Islands,Level 0,Apr-23-2011
New York City,Level 1,Apr-23-2011
Alabama,Level 1,Apr-30-2011
Alaska,Level 1,Apr-30-2011
Arizona,Level 1,Apr-30-2011
Arkansas,Level 1,Apr-30-2011
California,Level 1,Apr-30-2011
Colorado,Level 1,Apr-30-2011
Connecticut,Level 1,Apr-30-2011
Delaware,Level 1,Apr-30-2011
District of Columbia,Level 0,Apr-30-2011
Florida,Level 1,Apr-30-2011
Georgia,Level 1,Apr-30-2011
Hawaii,Level 1,Apr-30-2011
Idaho,Level 1,Apr-30-2011
Illinois,Level 1,Apr-30-2011
Indiana,Level 1,Apr-30-2011
Iowa,Level 1,Apr-30-2011
Kansas,Level 1,Apr-30-2011
Kentucky,Level 1,Apr-30-2011
Louisiana,Level 1,Apr-30-2011
Maine,Level 1,Apr-30-2011
Maryland,Level 1,Apr-30-2011
Massachusetts,Level 1,Apr-30-2011
Michigan,Level 1,Apr-30-2011
Minnesota,Level 1,Apr-30-2011
Mississippi,Level 1,Apr-30-2011
Missouri,Level 1,Apr-30-2011
Montana,Level 1,Apr-30-2011
Nebraska,Level 1,Apr-30-2011
Nevada,Level 1,Apr-30-2011
New Hampshire,Level 1,Apr-30-2011
New Jersey,Level 1,Apr-30-2011
New Mexico,Level 1,Apr-30-2011
New York,Level 1,Apr-30-2011
North Carolina,Level 1,Apr-30-2011
North Dakota,Level 1,Apr-30-2011
Ohio,Level 1,Apr-30-2011
Oklahoma,Level 1,Apr-30-2011
Oregon,Level 1,Apr-30-2011
Pennsylvania,Level 1,Apr-30-2011
Rhode Island,Level 1,Apr-30-2011
South Carolina,Level 1,Apr-30-2011
South Dakota,Level 1,Apr-30-2011
Tennessee,Level 1,Apr-30-2011
Texas,Level 1,Apr-30-2011
Utah,Level 1,Apr-30-2011
Vermont,Level 1,Apr-30-2011
Virginia,Level 1,Apr-30-2011
Washington,Level 1,Apr-30-2011
West Virginia,Level 1,Apr-30-2011
Wisconsin,Level 1,Apr-30-2011
Wyoming,Level 1,Apr-30-2011
Virgin Islands,Level 0,Apr-30-2011
New York City,Level 1,Apr-30-2011
Alabama,Level 1,May-07-2011
Alaska,Level 1,May-07-2011
Arizona,Level 1,May-07-2011
Arkansas,Level 1,May-07-2011
